,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
16127,26184,Devil Winds,2003,Action,90,United States,Gilbert M. Shilton,"Joe Lando, Nicole Eggert, Peter Graham-Gaudreau, Erica Parker",5.4,6.0,5.0,8,"Pete Jensen is a brilliant and ambitious meteorologist, specializing in the study of natural catastrophic phenomena. Until one of these destroys his life: a gigantic tornado hits his house and, while his daughter is saved by a miracle, his wife is killed. Shaken by the tragedy, Jensen walks away and throws himself headlong into work neglecting the child. Years later he finally returns to his small town in Oklahoma where he meets his friend and colleague Brooker. A new storm of frightening proportions is about to hit the area: for them and the enterprising reporter Julia Merrow a fight against time begins to try to save the inhabitants from imminent danger.",,0,2,0,2,0
4954,7592,Fort Dobbs,1957,Western,90,United States,Gordon Douglas,"Clint Walker, Virginia Mayo, Brian Keith",6.0,6.0,6.0,8,"Wanted for murder, Davis manages to escape by taking refuge in the territory of the Comanches. Here he collects a woman with her child on an isolated farm and arrives at Fort Dobbs after various adventures. But the fort is half-destroyed and the arrival of the soldiers is immediately followed by that of the Indians who begin the siege. A decent western starring Brian Keith more famous on television than in cinema.",,0,0,0,0,0
16139,26206,Open Range,2003,Western,139,United States,Kevin Costner,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon, Michael Jeter, Diego Luna",7.2,7.19,7.0,195,"Charley Waite, Boss Spearman, ""Button"" and Mose Harrison are on the run from their past: the only place where they feel truly free is the boundless plains of the West, where nature dictates the law. Champions of just causes, the four cowboys try to avoid violence: but a frontier town ruled by fear and tyranny will change their lives and force them into action ...","A film that delights in its slowness, its pauses on the details of the scenes and the script, the rain that wets the prairies, the hats, the men and the herds, the mud that sticks to the boots and soils the deeds of a people with a short history. A people who at the cinema do not have the memory to sing chivalrous deeds or to write epic poems and which looks up, towards the great sky, or in front of itself towards unexplored borders. The West of Costner is inhabited by wolves, by Indians, by the last cowboys (who can also be ruthless). A land where no man can tell another man what to do: Ford and Mann, Boetticher and Hawks have explained it well.",0,2,1,2,0
16795,27403,Hideous!,1997,Horror,82,United States,Charles Band,"Michael Citriniti, Rhonda Griffin, Mel Johnson jr., Jacqueline Lovell",3.0,4.0,2.0,3,"A man supervising the sewage system finds a deformed fetus underground. The strange ""creature"" is sold to a trafficker who gives it to a collector. On the way home, the collector is robbed of the ""precious"" purchase from a rival. With the help of a private detective, the robbed along with the trafficker and her secretary penetrates the thief's castle, where, in the meantime, the deformed fetus, endowed with extraordinary abilities, has managed not only to animate, but even to animate the others. fetuses present in the thief's collection.",The film has interesting ideas but is lacking in tension.,0,2,0,2,0
10143,15932,Day of the Outlaw,1959,Western,96,United States,André De Toth,"Robert Ryan, Burl Ives, Tina Louise, Nehimiah Persoff, Jack Lambert",7.3,7.33,7.0,25,"The Bhrun gang terrifies and conditions the existence of the town where Blaise, a ranch owner, lives. Who, forced to lead Bhrun and his people towards a pass, actually leads the bandits to a mountainous and inhospitable area.","A series B western perhaps not too original, but with a fair proof of direction",0,1,0,1,0
6148,9551,Lion Strike,1993,Action,90,United States,Richard Pepin,"Don 'The Dragon' Wilson, Bobbie Phillips, Morgan Honier, Robert Costanzo",6.0,4.0,8.0,4,"A doctor decides to go and spend a rest period with his little son in a mountain resort. At first everything seems to be going well: the stay is restful and mother and son end up under the ""protective"" wing of a charming forester which only makes their excursions more interesting. But the holiday turns into a nightmare when they are attacked by a group of killers perfectly trained in the manhunt even in winter and in the middle of the forest. ""The newest race of Evil, meets the oldest race of heroes. "", said the advertisement for this film. And indeed, although unknown to most, Don ""the Dragon"" Wilson has been making films for a lifetime. All strictly the same and disappointing.",,0,1,0,1,0
14020,22599,Wild Bill,1995,Western,98,United States,Walter Hill,"Jeff Bridges, Ellen Barkin, David Arquette, John Hurt, Diane Lane, Keith Carradine",6.7,7.0,6.0,62,"The famous James Butler Hickok, known throughout the West as ""Wild Bill"", has to face an unexpected cat to peel: in fact, the young Jack McCall, who has sworn to kill him to wash the shame suffered, has set himself on his trail by his mother Susannah. The woman's life had been destroyed after Bill's abandonment, and Jack intends to do justice: the hero's descending parable and his passion for opium could facilitate the aspiring avenger's task ...","After ""Geronimo"", Hill remains close to the myths of the Frontier addressing them with a vaguely ""seventies"" look, abounding in flashbacks and nostalgic notations.",0,2,0,2,0
21899,39643,Nightmares,1983,Horror,99,United States,Joseph Sargent,"Emilio Estevez, Lance Henriksen, Veronica Cartwright, Cristina Raines, Richard Masur, Joe Lambie, Anthony James, Clare Nono, Raleigh Bond, Robert Phelps, Dixie Lynn Royce, Lee Ving, Mariclare Costello",5.5,6.0,5.0,6,"Four episodes: a woman goes shopping at night, blissfully ignoring the presence of a fugitive killer; a computer genius' obsession with a video game leads him to the shocking discovery that reality is not what he thought; a disillusioned priest leaves the city and realizes he is being chased by a mysterious black pick-up; family members discover that the problem with mice is more serious than they thought.","The four segments, directed by television director Joseph Sargent, do not shine for originality but are dignified, without much bloodshed but all characterized by a passable final revelation.",1,2,0,2,0
17723,29422,Maiden Voyage,2004,Action,81,United States,Colin Budds,"Casper Van Dien, Peter Elliott, Christopher Stollery, Danielle Cormack",5.5,5.0,6.0,4,"Kyle Considine, a former police officer, is a consultant for a security company. His boss, Trevor, entrusts him with the task of taking care of the security service of a cruise ship. Since the assignment doesn't seem too demanding or dangerous, Kyle brings with him the 16-year-old son with whom he has had a stormy relationship since his divorce from his wife. As soon as the ship sails, however, a group of ferocious terrorists, captained by Damien, take the ship's three hundred passengers hostage and demand fifteen million dollars in exchange for their release. But they did the math without our man ...",,0,2,0,2,0
14264,22982,The Ox-Bow Incident,1943,Western,75,United States,William A. Wellman,"Henry Fonda, Dana Andrews, Anthony Quinn, Henry Morgan",8.4,8.54,8.0,58,"In a small Nevada village, three men are wrongly accused of stealing cows. Without giving them the opportunity to defend themselves and despite the opposition of two cowboys, the three alleged thieves are executed on the gallows. The next day it turns out that they were innocent.","In 1943 Wellman created the neo-western in one fell swoop by sewing the stylistic codes of what would be defined as the realist western around a story of intolerance. Based on a short story by Walter Van Tilburg, scripted by Lamar Trotti, with the exteriors shot in the studio due to production cuts, this film is a relentless and cruel account of the Umanian psychology on the borders of the frontier.",0,2,1,3,0
825,1272,Captain Blood,1935,Adventure,119,United States,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Basil Rathbone, Lionel Atwill, Ross Alexander, Guy Kibbee, Henry Stephenson, Robert Barrat, Hobart Cavanaugh",7.7,7.63,8.0,32,"Sentenced to exile for treating some rebels, the English doctor Peter Blood is sold as a slave. But the captivity does not last long. Having become captain of a pirate ship, he wreaks havoc on the seas. He then saved the island of Port Royal from the siege of enemies and became its governor.","Genuine swashbuckling with genre specialist Michael Curtiz (the Hungarian American Mihali Kertész who would direct the cult movie ""Casablanca"") and an ""all-star"" cast.",1,3,0,2,0
5854,9102,5 Card Stud,1968,Western,103,United States,Henry Hathaway,"Dean Martin, Robert Mitchum, Inger Stevens, Roddy McDowall",5.8,5.75,6.0,21,"During a game of poker, a player accused of cheating is lynched; later the other players are mysteriously killed one after the other. Curious suspense western, not one of the best directed by Hathaway.",,0,2,0,2,0
6099,9479,The Sand Pebbles,1966,Adventure,181,United States,Robert Wise,"Steve McQueen, Richard Attenborough, Candice Bergen, Marayat Andrienne",7.3,7.7,7.0,65,"The American gunboat San Pablo is anchored on the banks of the Yang-Tze. It is 1926: Chinese nationalists and communists are fighting against Western colonialism. Holman antagonizes the ship's Chinese personnel and is then wrongly found guilty of the death of a woman. Disgusted by the general situation, Holman wants to desert, but ends up dying as a hero defending the local mission.",Three-hour colossal handled with confident hand and beautiful photography by Robert Wise. There is no shortage of spectacular sequences. The work of the interpreters is of good quality.,0,2,0,3,0
14403,23189,xXx,2002,Action,123,United States,Rob Cohen,"Vin Diesel, Samuel L. Jackson, Asia Argento, Marton Csokas",5.4,5.44,5.0,152,"Xander Cage, a young specialist in extreme sports, is recruited by the US government for a special mission. His job is to gather information about an organization that is planning the destruction of the world, under the leadership of the fearsome Yorgi.","The most truzzo film of recent years is all built on the physicality of Vin Diesel who has a fundamental characteristic in order not to be detested: irony. Rob Cohen has a lot of work and in the unbearable pounding of the decibels he manages to insert some pretty good action sequences (above all, avalanche snowboarding). He would be a great candidate for directing a 007.",2,3,0,2,1
